1 -0.600000 0.000000 
1 0.000000 0.000000 
2 -0.598125 0.000000 
2 0.000000 0.000000 
3 -0.596250 0.000000 
3 0.000000 0.000000 
4 -0.594375 0.000000 
4 0.000000 0.000000 
5 -0.592500 0.000000 
5 0.000000 0.000000 
6 -0.590625 0.000000 
6 0.000000 0.000000 
7 -0.588750 0.000000 
7 0.000000 0.000000 
8 -0.586875 0.000000 
8 0.000000 0.000000 
9 -0.585000 0.000000 
9 0.000000 0.000000 
10 -0.583125 0.000000 
10 0.000000 0.000000 
11 -0.581250 0.000000 
11 0.000000 0.000000 
12 -0.579375 0.000000 
12 0.000000 0.000000 
13 -0.577500 0.000000 
13 0.000000 0.000000 
14 -0.575625 0.000000 
14 0.000000 0.000000 
15 -0.573750 0.000000 
15 0.000000 0.000000 
16 -0.571875 0.000000 
16 0.000000 0.000000 
17 -0.570000 0.000000 
17 0.000000 0.000000 
18 -0.568125 0.000000 
18 0.000000 0.000000 
19 -0.566250 0.000000 
19 0.000000 0.000000 
20 -0.564375 0.000000 
20 0.000000 0.000000 
21 -0.562500 0.000000 
21 0.000000 0.000000 
22 -0.560625 0.000000 
22 0.000000 0.000000 
23 -0.558750 0.000000 
23 0.000000 0.000000 
24 -0.556875 0.000000 
24 0.000000 0.000000 
25 -0.555000 0.000000 
25 0.000000 0.000000 
26 -0.553125 0.000000 
26 0.000000 0.000000 
27 -0.551250 0.000000 
27 0.000000 0.000000 
28 -0.549375 0.000000 
28 0.000000 0.000000 
29 -0.547500 0.000000 
29 0.000000 0.000000 
30 -0.545625 0.000000 
30 0.000000 0.000000 
31 -0.543750 0.000000 
31 0.000000 0.000000 
32 -0.541875 0.000000 
32 0.000000 0.000000 
33 -0.540000 0.000000 
33 0.000000 0.000000 
34 -0.538125 0.000000 
34 0.000000 0.000000 
35 -0.536250 0.000000 
35 0.000000 0.000000 
36 -0.534375 0.000000 
36 0.000000 0.000000 
37 -0.532500 0.000000 
37 0.000000 0.000000 
38 -0.530625 0.000000 
38 0.000000 0.000000 
39 -0.528750 0.000000 
39 0.000000 0.000000 
40 -0.526875 0.000000 
40 0.000000 0.000000 
41 -0.525000 0.000000 
41 0.000000 0.000000 
42 -0.523125 0.000000 
42 0.000000 0.000000 
43 -0.521250 0.000000 
43 0.000000 0.000000 
44 -0.519375 0.000000 
44 0.000000 0.000000 
45 -0.517500 0.000000 
45 0.000000 0.000000 
46 -0.515625 0.000000 
46 0.000000 0.000000 
47 -0.513750 0.000000 
47 0.000000 0.000000 
48 -0.511875 0.000000 
48 0.000000 0.000000 
49 -0.510000 0.000000 
49 0.000000 0.000000 
50 -0.508125 0.000000 
50 0.000000 0.000000 
51 -0.506250 0.000000 
51 0.000000 0.000000 
52 -0.504375 0.000000 
52 0.000000 0.000000 
53 -0.502500 0.000000 
53 0.000000 0.000000 
54 -0.500625 0.000000 
54 0.000000 0.000000 
55 -0.498750 0.000000 
55 0.000000 0.000000 
56 -0.496875 0.000000 
56 0.000000 0.000000 
57 -0.495000 0.000000 
57 0.000000 0.000000 
58 -0.493125 0.000000 
58 0.000000 0.000000 
59 -0.491250 0.000000 
59 0.000000 0.000000 
60 -0.489375 0.000000 
60 0.000000 0.000000 
61 -0.487500 0.000000 
61 0.000000 0.000000 
62 -0.485625 0.000000 
62 0.000000 0.000000 
63 -0.483750 0.000000 
63 0.000000 0.000000 
64 -0.481875 0.000000 
64 0.000000 0.000000 
65 -0.480000 0.000000 
65 0.000000 0.000000 
66 -0.478125 0.000000 
66 0.000000 0.000000 
67 -0.476250 0.000000 
67 0.000000 0.000000 
68 -0.474375 0.000000 
68 0.000000 0.000000 
69 -0.472500 0.000000 
69 0.000000 0.000000 
70 -0.470625 0.000000 
70 0.000000 0.000000 
71 -0.468750 0.000000 
71 0.000000 0.000000 
72 -0.466875 0.000000 
72 0.000000 0.000000 
73 -0.465000 0.000000 
73 0.000000 0.000000 
74 -0.463125 0.000000 
74 0.000000 0.000000 
75 -0.461250 0.000000 
75 0.000000 0.000000 
76 -0.459375 0.000000 
76 0.000000 0.000000 
77 -0.457500 0.000000 
77 0.000000 0.000000 
78 -0.455625 0.000000 
78 0.000000 0.000000 
79 -0.453750 0.000000 
79 0.000000 0.000000 
80 -0.451875 0.000000 
80 0.000000 0.000000 
81 -0.450000 0.000000 
81 0.000000 0.000000 
82 -0.448125 0.000000 
82 0.000000 0.000000 
83 -0.446250 0.000000 
83 0.000000 0.000000 
84 -0.444375 0.000000 
84 0.000000 0.000000 
85 -0.442500 0.000000 
85 0.000000 0.000000 
86 -0.440625 0.000000 
86 0.000000 0.000000 
