1600
1 0.000013 0.0000790.000013 0.000079
2 0.000013 0.0004600.000038 0.000050
3 0.000013 0.0005150.000063 0.000009
4 0.000013 0.0005440.000088 0.000006
5 0.000013 0.0005500.000113 0.000003
6 0.000013 0.0005530.000138 0.000002
7 0.000013 0.0005540.000163 0.000001
8 0.000013 0.0005540.000188 0.000000
9 0.000013 0.0005540.000213 0.000000
10 0.000013 0.0005540.000238 0.000000
11 0.000013 0.0005540.000263 0.000000
12 0.000013 0.0005540.000288 0.000000
13 0.000013 0.0005540.000313 0.000000
14 0.000013 0.0005540.000338 -0.000000
15 0.000013 0.0005540.000363 0.000000
16 0.000013 0.0005540.000388 0.000000
17 0.000013 0.0005540.000413 -0.000000
18 0.000013 0.0005540.000438 -0.000000
19 0.000013 0.0005540.000463 -0.000000
20 0.000013 0.0005540.000488 0.000000
21 0.000013 0.0005540.000513 0.000000
22 0.000013 0.0005540.000538 -0.000000
23 0.000013 0.0005540.000562 0.000000
24 0.000013 0.0005540.000587 -0.000000
25 0.000013 0.0005540.000613 0.000000
26 0.000013 0.0005540.000638 -0.000000
27 0.000013 0.0005540.000663 -0.000000
28 0.000013 0.0005540.000687 -0.000000
29 0.000013 0.0005540.000713 -0.000000
30 0.000013 0.0005540.000738 -0.000000
31 0.000013 0.0005540.000762 -0.000000
32 0.000013 0.0005540.000788 -0.000000
33 0.000013 0.0005540.000813 -0.000000
34 0.000013 0.0005540.000837 -0.000001
35 0.000013 0.0005540.000862 -0.000003
36 0.000013 0.0005540.000887 -0.000007
37 0.000013 0.0005540.000912 -0.000019
38 0.000013 0.0005550.000937 -0.000045
39 0.000013 0.0006180.000962 -0.000173
40 0.000013 0.0006720.000987 -0.000177
41 0.000038 0.0000500.000013 0.000460
42 0.000038 0.0003260.000038 0.000326
43 0.000038 0.0004330.000063 0.000126
44 0.000038 0.0004970.000088 0.000068
45 0.000038 0.0005170.000113 0.000031
46 0.000038 0.0005270.000138 0.000014
47 0.000038 0.0005310.000163 0.000006
48 0.000038 0.0005330.000188 0.000002
49 0.000038 0.0005330.000213 0.000001
50 0.000038 0.0005340.000238 0.000000
51 0.000038 0.0005340.000263 0.000000
52 0.000038 0.0005340.000288 0.000000
53 0.000038 0.0005340.000313 0.000000
54 0.000038 0.0005340.000338 0.000000
55 0.000038 0.0005340.000363 0.000000
56 0.000038 0.0005340.000388 0.000000
57 0.000038 0.0005340.000413 -0.000000
58 0.000038 0.0005340.000438 -0.000000
59 0.000038 0.0005340.000463 -0.000000
60 0.000038 0.0005340.000488 -0.000000
61 0.000038 0.0005340.000513 0.000000
62 0.000038 0.0005340.000538 -0.000000
63 0.000038 0.0005340.000562 0.000000
64 0.000038 0.0005340.000587 0.000000
65 0.000038 0.0005340.000613 -0.000000
66 0.000038 0.0005340.000638 -0.000000
67 0.000038 0.0005340.000663 -0.000000
68 0.000038 0.0005340.000687 -0.000000
69 0.000038 0.0005340.000713 -0.000000
70 0.000038 0.0005340.000738 -0.000000
71 0.000038 0.0005340.000762 -0.000000
